Person_id|Organisation_id|workFrom
191256|16066|0
191256|16089|0
191257|15416|0
191257|15453|0
191257|15421|0
191258|15821|0
191259|15955|0
191259|15949|0
191259|15951|0
191260|16087|0
191260|16088|0
191260|16080|0
191261|16294|0
191261|16297|0
191261|16298|0
191261|16301|0
191261|16303|0
191263|16039|0
191265|16427|0
191265|16443|0
191265|16447|0
191266|15554|0
191266|15558|0
191267|16257|0
191267|15796|0
191269|15731|0
191269|15766|0
191269|15768|0
191269|15741|0
191269|15760|0
191273|16195|0
191273|16196|0
191273|16186|0
191273|16204|0
191273|16208|0
191278|16738|0
191278|16755|0
191278|16729|0
191278|16752|0
191278|16768|0
191279|16607|0
191281|15521|0
191281|15523|0
191281|15510|0
191281|15495|0
191281|15511|0
191282|16427|0
191282|16187|0
191282|16188|0
191282|16204|0
191282|16192|0
191283|16589|0
191283|15390|0
191286|16099|0
191286|16100|0
191286|16102|0
191286|16104|0
191286|15389|0
191287|16081|0
191287|16065|0
191287|16089|0
191287|16061|0
191288|15578|0
191288|15579|0
191289|16294|0
191289|16071|0
191289|16297|0
191290|16177|0
191290|16178|0
191290|16171|0
191290|16173|0
191291|16196|0
191291|16218|0
191291|16203|0
191293|16851|0
191294|16398|0
191294|16399|0
191295|15764|0
191295|15728|0
191296|15831|0
191296|15821|0
191297|15281|0
191297|15284|0
191297|15287|0
191297|16288|0
191297|16016|0
191298|16177|0
191298|16601|0
191298|16606|0
191299|16194|0
191299|16213|0
191299|16199|0
191299|16205|0
191300|16211|0
191300|16197|0
191300|16199|0
191300|16191|0
191301|16245|0
191301|16237|0
191301|16240|0
191302|15392|0
191303|15960|0
191303|15946|0
191303|16556|0
191303|15950|0
191303|15951|0
191308|16213|0
191308|16200|0
191308|16207|0
191310|15820|0
191310|15822|0
191311|15796|0
191314|16838|0
191314|16009|0
191314|16842|0
191315|15538|0
191315|15534|0
191317|15825|0
191317|15827|0
191317|15828|0
191317|15832|0
191317|15835|0
191318|16214|0
191318|16217|0
191319|16212|0
191319|16213|0
191319|16204|0
191321|16738|0
191321|16781|0
191324|15826|0
191325|16196|0
191325|16197|0
191325|16199|0
191325|16556|0
191326|16199|0
191326|16187|0
191326|16203|0
191326|16190|0
191329|16838|0
191330|16849|0
191330|16848|0
191331|15825|0
191332|16196|0
191332|16208|0
191333|16169|0
191333|16171|0
191333|16174|0
191333|16096|0
191334|16210|0
191334|16213|0
191334|16186|0
191334|16204|0
191334|16208|0
191335|16812|0
191335|16798|0
191335|16782|0
191336|16178|0
191336|16169|0
191336|16170|0
191336|16174|0
191338|16325|0
191338|16375|0
191338|16351|0
191340|16178|0
191340|16168|0
191341|16282|0
191341|16283|0
191342|15559|0
191342|15547|0
191342|15551|0
191343|16642|0
191343|16660|0
191343|16650|0
191346|15832|0
191346|15820|0
191346|16286|0
191348|15426|0
191348|15421|0
191348|15438|0
191348|15455|0
191349|16213|0
191349|16201|0
191349|16204|0
191349|16189|0
191349|16190|0
191351|16066|0
191351|16089|0
191351|16059|0
191351|16076|0
191352|15828|0
191352|15832|0
191352|15819|0
191352|16126|0
191352|15823|0
191353|16194|0
191353|16195|0
191353|16211|0
191353|16202|0
191353|16207|0
191355|16241|0
191355|16247|0
191356|16323|0
191356|16341|0
191356|15622|0
191356|16317|0
191357|16017|0
191357|16214|0
191357|16219|0
191357|16206|0
191357|16192|0
191358|16738|0
191360|15825|0
191360|15829|0
191360|15819|0
191360|15824|0
191361|16295|0
191361|16296|0
191361|16302|0
191362|16209|0
191362|16211|0
191362|16186|0
191362|16203|0
191363|15866|0
191363|15851|0
191368|15993|0
191368|15995|0
191368|15980|0
191369|15827|0
191369|15833|0
191369|15835|0
191369|15819|0
191370|16117|0
191370|16124|0
191373|15824|0
191374|16838|0
191374|16842|0
191375|15829|0
191375|15832|0
191376|15388|0
191376|15389|0
191377|16417|0
191377|16420|0
191379|15587|0
191379|15581|0
191379|15582|0
191382|15585|0
191382|15586|0
191382|15587|0
191382|15580|0
191382|15581|0
191384|16177|0
191384|16176|0
191386|16771|0
191386|16807|0
191387|16099|0
191387|16100|0
191388|16114|0
191388|16118|0
191388|16119|0
191390|15425|0
191390|16852|0
191390|15463|0
191390|15465|0
191391|16605|0
191391|16606|0
191393|15458|0
191393|15460|0
191393|15447|0
191393|15464|0
191393|15450|0
191395|15832|0
191395|15834|0
191395|15835|0
191397|15291|0
191398|15860|0
191398|15851|0
191398|15853|0
191400|15787|0
191400|15773|0
191401|15960|0
191401|15947|0
191401|15948|0
191401|15949|0
191403|15834|0
191403|16220|0
191403|15820|0
191403|15821|0
191403|15823|0
191404|16646|0
191404|16649|0
191406|16145|0
191406|16756|0
191406|16779|0
191406|16783|0
191408|16372|0
191408|16346|0
191408|16315|0
191409|16841|0
191409|16842|0
191410|16039|0
191410|16251|0
191410|16255|0
191411|15508|0
191411|15514|0
191411|15515|0
191411|15517|0
191411|15504|0
191412|16328|0
191412|16379|0
191412|16348|0
191412|16349|0
191414|16295|0
191414|16297|0
191415|15761|0
191415|15749|0
191415|15728|0
191416|15680|0
191417|15580|0
191417|15583|0
191418|16300|0
191418|16301|0
191418|16303|0
191419|15955|0
191419|15960|0
191420|16214|0
191420|16218|0
191423|16294|0
191423|16300|0
191423|16301|0
191424|15828|0
191424|15833|0
191424|15823|0
191425|16099|0
191425|16100|0
191426|16598|0
191426|16588|0
191428|16398|0
191428|16399|0
191430|16217|0
191430|16203|0
191430|16190|0
191430|16206|0
191432|16201|0
191432|16219|0
191434|16446|0
191435|16210|0
191435|16214|0
191435|16219|0
191435|16204|0
191435|16188|0
191438|16204|0
191438|15390|0
191438|16208|0
191439|15832|0
191439|15819|0
191439|15821|0
191441|16085|0
191441|16087|0
191441|16077|0
191441|16062|0
191443|15763|0
191443|15766|0
191443|15750|0
191443|15753|0
191443|15759|0
191444|15638|0
191445|15858|0
191445|15842|0
191445|15845|0
191445|15852|0
191445|15853|0
191446|15284|0
191446|16042|0
191446|16044|0
191446|16047|0
191448|16193|0
191448|16215|0
191448|16205|0
191448|16207|0
191449|16178|0
191449|16169|0
191449|16172|0
191449|16174|0
191451|16243|0
191451|16246|0
191451|16248|0
191451|16234|0
191451|16235|0
191452|16282|0
191452|16283|0
191454|16660|0
191454|16406|0
191454|16639|0
191455|16841|0
191455|16058|0
191455|16842|0
191456|16625|0
191456|16617|0
191457|16216|0
191457|16202|0
191460|16839|0
191460|16842|0
191464|15989|0
191465|15387|0
191465|15388|0
191465|15389|0
191469|16243|0
191469|16231|0
191469|16232|0
191469|16233|0
191469|16235|0
191470|16248|0
191471|16168|0
191471|16169|0
191471|16173|0
191473|16169|0
191473|16171|0
191473|16173|0
191475|16196|0
191476|15577|0
191476|15579|0
191477|16081|0
191478|16738|0
191478|16812|0
191478|16750|0
191478|16783|0
191486|15826|0
191486|15834|0
191486|15819|0
191489|15747|0
191489|15756|0
191490|16508|0
191490|16509|0
191490|16511|0
191491|15457|0
191491|15442|0
191491|15422|0
191491|15454|0
191494|16307|0
191494|16356|0
191494|16342|0
191494|16375|0
191494|16346|0
191495|15953|0
191495|15958|0
191495|15959|0
191495|15960|0
191495|15945|0
191496|16838|0
191496|16839|0
191496|16840|0
191496|16841|0
191496|16842|0
191497|16605|0
191497|16606|0
191498|16199|0
191500|15827|0
191500|15828|0
191500|15832|0
191500|15834|0
191500|15823|0
191502|15577|0
191503|15845|0
191503|15851|0
191503|15838|0
191503|15856|0
191505|16216|0
191505|16206|0
191506|16209|0
191506|16214|0
191506|16202|0
191506|16219|0
191506|16207|0
191507|16419|0
191507|16838|0
191507|16840|0
191507|16841|0
191509|15681|0
191509|16854|0
191509|15680|0
191510|16849|0
191510|16848|0
191512|15833|0
191515|16200|0
191515|16216|0
191515|16201|0
191515|16202|0
191515|16205|0
191516|16084|0
191517|15460|0
191517|15428|0
191517|15450|0
191517|15455|0
191518|15959|0
191518|15961|0
191520|16193|0
191520|16211|0
191521|15780|0
191521|15787|0
191521|15791|0
191522|15824|0
191523|16635|0
191523|16669|0
191523|16640|0
191524|16283|0
191526|15721|0
191526|15710|0
191526|15695|0
191528|16196|0
191528|16199|0
191528|16207|0
191529|15388|0
191530|16059|0
191533|15835|0
191533|15820|0
191533|15821|0
191533|15822|0
191534|15827|0
191534|15834|0
191534|15823|0
191535|15747|0
191538|16177|0
191538|16172|0
191538|16173|0
191538|16174|0
191539|16843|0
191539|16844|0
191539|16845|0
191541|16511|0
191543|16090|0
191543|16091|0
191543|16094|0
191544|16091|0
191544|16092|0
191546|16114|0
191546|16116|0
191546|16123|0
191546|16110|0
191547|15724|0
191548|15448|0
191548|15465|0
191550|15724|0
191550|15727|0
191550|15744|0
191551|16406|0
191553|15828|0
191553|15721|0
191553|15819|0
191553|15824|0
191554|15717|0
191554|15702|0
191554|15704|0
191554|15709|0
191554|15711|0
191555|15827|0
191555|15835|0
191556|16184|0
191556|16185|0
191557|15833|0
191557|15835|0
191557|15823|0
191559|15387|0
191559|15390|0
191560|15834|0
191562|16369|0
191562|16322|0
191562|16327|0
191562|16344|0
191563|15586|0
191563|15588|0
191563|15581|0
191565|16753|0
191565|16771|0
191565|16726|0
191565|16797|0
191565|16734|0
191566|15955|0
191566|15956|0
191566|15962|0
191566|15947|0
191566|15951|0
191567|16507|0
191567|16509|0
191569|16198|0
191569|16217|0
191569|16219|0
191569|16207|0
191571|15559|0
191571|15544|0
191571|15886|0
191571|15856|0
191572|15282|0
191572|15283|0
191572|15284|0
191573|16086|0
191573|16073|0
191574|16194|0
191574|16199|0
191574|16205|0
191575|16339|0
191576|15586|0
191576|16052|0
191576|15580|0
191576|15581|0
191576|15584|0
191577|16107|0
191579|16372|0
191579|16359|0
191579|16364|0
191580|15567|0
191581|16193|0
191581|16215|0
191586|15830|0
191586|15823|0
191587|15537|0
191587|15540|0
191587|15533|0
191587|15534|0
191588|16210|0
191588|15573|0
191588|16187|0
191588|16207|0
191588|16192|0
191590|16091|0
191590|16093|0
191592|16241|0
191592|16233|0
191592|16348|0
191592|16238|0
191594|15461|0
191596|16457|0
191596|16459|0
191596|16142|0
191599|16178|0
191599|16171|0
191601|15834|0
191602|16216|0
191602|16205|0
191603|16421|0
191603|16454|0
191603|16426|0
191603|16444|0
191604|15828|0
191604|15835|0
191604|15820|0
191604|15821|0
191605|15829|0
191605|15819|0
191605|15822|0
191605|15824|0
191606|15841|0
191606|15842|0
191606|15865|0
191606|15854|0
191609|16357|0
191609|16347|0
191609|16379|0
191610|16177|0
191610|16169|0
191611|16196|0
191611|16199|0
191611|16103|0
191611|16201|0
191612|15961|0
191613|16840|0
191613|16842|0
191615|16191|0
191616|15736|0
191616|15741|0
191616|15726|0
191617|16216|0
191617|16217|0
191617|16189|0
191617|16208|0
191618|16168|0
191618|16175|0
191621|16194|0
191621|16216|0
191621|16191|0
191621|16016|0
191622|16393|0
191622|15680|0
191624|16195|0
191624|16201|0
191624|16218|0
191624|16186|0
191624|16190|0
191625|15827|0
191625|15821|0
191625|15823|0
191625|15824|0
191626|15825|0
191627|16217|0
191627|16201|0
191627|16010|0
191627|16192|0
191628|16854|0
191628|16855|0
191628|15977|0
191629|15587|0
191629|16030|0
191629|16031|0
191629|16032|0
191631|16226|0
191631|16228|0
191631|16221|0
191633|15826|0
191633|15822|0
191635|16324|0
191635|16381|0
191636|15830|0
191636|15832|0
191636|15835|0
191636|15824|0
191637|15737|0
191637|15738|0
191637|15742|0
191637|15727|0
191637|15711|0
191638|15788|0
191639|15450|0
191639|15466|0
191639|15435|0
191640|16124|0
191640|16110|0
191640|16111|0
191640|16112|0
191642|16245|0
191642|16230|0
191642|16056|0
191642|16249|0
191642|16240|0
191643|15953|0
191643|15947|0
191645|15826|0
191645|15828|0
191645|15820|0
191647|16241|0
191647|16232|0
191648|15833|0
191648|15822|0
191651|15764|0
191651|15753|0
191651|15755|0
191651|15740|0
191651|15743|0
191653|15681|0
191654|15826|0
191654|15833|0
191654|15834|0
191654|15821|0
191655|15417|0
191655|15455|0
191656|15841|0
191657|16249|0
191657|16237|0
191657|16240|0
191658|15860|0
191658|15286|0
191658|15865|0
191658|15849|0
191658|15866|0
191660|15588|0
191661|16225|0
191662|16219|0
191662|16189|0
191662|16208|0
191664|16039|0
191665|15958|0
191665|15946|0
191665|15963|0
191666|15586|0
191666|15587|0
191666|15582|0
191667|15827|0
191667|15830|0
191667|16390|0
191667|15820|0
191667|15757|0
191669|15827|0
191669|15828|0
191670|16214|0
191670|16216|0
191670|16186|0
191670|16192|0
191671|15988|0
191671|15990|0
191671|15983|0
191671|15984|0
191672|16257|0
191673|16083|0
191675|16211|0
191675|16205|0
191677|15726|0
191678|16082|0
191678|16066|0
191678|16070|0
191678|16087|0
191678|16075|0
191679|15828|0
191679|15350|0
191679|15830|0
191679|15833|0
191679|15822|0
191680|15457|0
191680|15462|0
191680|15433|0
191680|15439|0
191681|15830|0
191681|15832|0
191681|15833|0
191681|15823|0
191682|15829|0
191682|15830|0
191682|15819|0
191682|15824|0
191683|16242|0
191683|15876|0
191683|16855|0
191683|15856|0
191684|15525|0
191684|15385|0
191684|15519|0
191684|15504|0
191685|16226|0
191686|15787|0
191686|15788|0
191686|15789|0
191687|15585|0
191687|15586|0
191688|16280|0
191688|15850|0
191688|15836|0
191689|15829|0
191689|15832|0
191689|15820|0
191690|15822|0
191691|16789|0
191691|16741|0
191691|16776|0
191691|16398|0
191691|16734|0
191692|15587|0
191692|15830|0
191692|15580|0
191692|15581|0
191692|15583|0
191693|16453|0
191693|16432|0
191694|15828|0
191694|15831|0
191694|15823|0
191695|16849|0
191695|16117|0
191696|16190|0
191698|15387|0
191699|16282|0
191699|16283|0
191700|16091|0
191700|16094|0
191701|16839|0
191701|16841|0
191702|16453|0
191702|16421|0
191702|16426|0
191702|16427|0
191702|16445|0
191703|16310|0
191704|16199|0
191704|16201|0
191704|16202|0
191704|16208|0
191707|16216|0
191708|15826|0
191708|15827|0
191708|15829|0
191708|15834|0
191709|15831|0
191709|15835|0
191710|16546|0
191710|16534|0
191710|16537|0
191710|16553|0
191711|16010|0
191712|15797|0
191712|15775|0
191713|15825|0
191713|15828|0
191713|15831|0
191713|15824|0
191714|15554|0
191714|15560|0
191714|15551|0
191717|16211|0
191718|16060|0
191718|16077|0
191718|16078|0
191718|16063|0
191718|16064|0
191719|15745|0
191719|15749|0
191719|15737|0
191719|15738|0
191719|15742|0
191721|15825|0
191721|15826|0
191721|15829|0
191722|16232|0
191722|16236|0
191723|16200|0
191723|16201|0
191723|16190|0
191725|16593|0
191725|16098|0
191725|16439|0
191725|16428|0
191725|15824|0
191726|16398|0
191727|16177|0
191727|16169|0
191727|16170|0
191727|16174|0
191727|16175|0
191728|16170|0
191728|16175|0
191729|16610|0
191729|16620|0
191730|15865|0
191730|15850|0
191730|15853|0
191731|16753|0
191731|16756|0
191731|16790|0
191732|16753|0
191732|16722|0
191732|16741|0
191732|16726|0
191733|16508|0
191733|16510|0
191734|16633|0
191734|16638|0
191735|15789|0
191735|15791|0
191736|16209|0
191736|16194|0
191736|16197|0
191736|16198|0
191737|15768|0
191737|15753|0
191737|15754|0
191737|15725|0
191737|15727|0
191739|16204|0
191741|15828|0
191741|15829|0
191741|15831|0
191741|15822|0
191742|16188|0
191742|16205|0
191743|15826|0
191743|15834|0
191743|15835|0
191744|15826|0
191744|15822|0
191744|15824|0
191745|16356|0
191745|16381|0
191745|16366|0
191745|16368|0
191746|16282|0
191747|16507|0
191747|16398|0
191747|16399|0
191749|16851|0
191749|16852|0
191750|16276|0
191750|16327|0
191750|16315|0
191750|16365|0
191750|16144|0
191751|16089|0
191753|16066|0
191753|16067|0
191753|16068|0
191753|16070|0
191753|16072|0
191755|16034|0
191755|16035|0
191755|16037|0
191755|16031|0
191756|15874|0
191756|15883|0
191758|16537|0
191758|16524|0
191758|16526|0
191759|15735|0
191759|15742|0
191760|16200|0
191760|16218|0
191761|16039|0
191762|16455|0
191762|16458|0
191765|15681|0
191765|15680|0
191767|16194|0
191767|16215|0
191767|15531|0
191767|16206|0
191769|15747|0
191769|15768|0
191769|15739|0
191771|16193|0
191771|16217|0
191771|16202|0
191771|16189|0
191771|16192|0
191772|15957|0
191772|15961|0
191772|15946|0
191772|15948|0
191773|16753|0
191773|16728|0
191773|16763|0
191774|16178|0
191774|16168|0
191774|16169|0
191774|16171|0
191774|16174|0
191775|16838|0
191775|16839|0
191776|16459|0
191777|16216|0
191777|16192|0
191780|15821|0
191781|15538|0
191781|15539|0
191781|15540|0
191781|15535|0
191782|15819|0
191783|15446|0
191783|15450|0
191783|15436|0
191784|16299|0
191784|16300|0
191784|16301|0
191784|16302|0
191785|16282|0
191788|16732|0
191788|16783|0
191788|16752|0
191791|15457|0
191791|15428|0
191791|15461|0
191791|15450|0
191793|15749|0
191793|15751|0
191793|15769|0
191793|15744|0
191793|16016|0
191794|16193|0
191794|16211|0
191794|16200|0
191795|15443|0
191795|15451|0
191795|15452|0
191796|15826|0
191797|15825|0
191797|15826|0
191797|15828|0
191800|16232|0
191800|16249|0
191800|16234|0
191800|16237|0
191801|15848|0
191802|16197|0
191802|16213|0
191802|16200|0
191802|16201|0
191802|16206|0
191803|15954|0
191803|15959|0
191803|15963|0
191803|15947|0
191803|15948|0
191804|15587|0
191804|15588|0
191804|15581|0
191804|15584|0
191805|16111|0
191806|16198|0
191806|16186|0
191808|16145|0
191808|16626|0
191809|15762|0
191809|15764|0
191809|15735|0
191809|15770|0
191809|15739|0
191810|15830|0
191810|16407|0
191810|15821|0
191810|16286|0
191811|16213|0
191811|15415|0
191811|16217|0
191811|16204|0
191814|16196|0
191814|16214|0
191814|16218|0
191815|16577|0
191815|16580|0
191816|16242|0
191816|16246|0
191816|16231|0
191816|16237|0
191817|15828|0
191819|16058|0
191820|16212|0
191822|15538|0
191822|15541|0
191822|15536|0
191824|15827|0
191824|15831|0
191825|16223|0
191825|16224|0
191826|15649|0
191826|15285|0
191826|15287|0
191828|16578|0
191828|16579|0
191828|16580|0
191828|16581|0
191828|16583|0
191829|16453|0
191829|16441|0
191829|16446|0
191829|16431|0
191830|16616|0
191830|15677|0
191830|15679|0
191830|16016|0
191831|16186|0
191834|16067|0
191834|16069|0
191834|16088|0
191834|16060|0
191835|15829|0
191835|15831|0
191835|15821|0
191836|16398|0
191836|16399|0
191837|16084|0
191837|16070|0
191837|16089|0
191837|16059|0
191838|16292|0
191838|15400|0
191839|15767|0
191839|15738|0
191840|15579|0
191841|16838|0
191841|16841|0
191841|16842|0
191843|16047|0
191844|16534|0
191844|16550|0
191844|16522|0
191845|16044|0
191845|16047|0
191846|15852|0
191847|16209|0
191847|16210|0
191847|16196|0
191848|16039|0
191849|16008|0
191849|15998|0
191849|15999|0
191850|16087|0
191850|16072|0
191850|16059|0
191850|16078|0
191851|16616|0
191851|16617|0
191851|16621|0
191852|16798|0
191855|16172|0
191855|16174|0
191855|16175|0
191855|16176|0
191856|15853|0
191858|16177|0
191858|16168|0
191858|16172|0
191858|16175|0
191863|15958|0
191863|16204|0
191863|16206|0
191864|15827|0
191864|15829|0
191864|15834|0
191864|15819|0
191864|15821|0
191865|15954|0
191865|15955|0
191865|15956|0
191865|15963|0
191865|15948|0
191866|16838|0
191866|16842|0
191868|16004|0
191868|16008|0
191868|15998|0
191868|15999|0
191869|15954|0
191869|15955|0
191869|15961|0
191869|15946|0
191869|15949|0
191870|15426|0
191870|15442|0
191870|15462|0
191870|15450|0
191870|15455|0
191872|16838|0
191872|16841|0
191872|16842|0
191874|16247|0
191874|16234|0
191874|16236|0
191875|15827|0
191875|15828|0
191875|15829|0
191875|15824|0
191876|15825|0
191876|15829|0
191876|15834|0
191876|15835|0
191876|16558|0
191877|15827|0
191877|15829|0
191878|15745|0
191878|15731|0
191879|16235|0
191879|16237|0
191880|15397|0
191880|15399|0
191880|15400|0
191880|15401|0
191881|16211|0
191881|16196|0
191881|16392|0
191881|16201|0
191882|16086|0
191882|16087|0
191882|16072|0
191882|16074|0
191884|15826|0
191884|15833|0
191884|15821|0
191885|16602|0
191885|16604|0
191886|15425|0
191886|15447|0
191886|15453|0
191886|16398|0
